timestamp,demo_mode,test_year_start,test_year_end,n_initializations,n_lead_days,variable,absolute_threshold,n_workers,threads_per_worker,memory_limit,elapsed_seconds
2026-07-24T19:45:09+00:00,True,2022,2022,1,1,t2m_mean_6h,35.0,32,1,64GiB,3.8
2026-07-24T20:06:47+00:00,True,2022,2022,1,1,t2m_mean_6h,35.0,32,1,64GiB,20.1
2026-07-24T22:09:43+00:00,True,2022,2022,1,1,t2m_mean_6h,35.0,32,1,64GiB,3.2
2026-07-26T19:49:35+00:00,True,2022,2022,1,1,t2m_mean_6h,308.15,32,1,64GiB,3.6
2026-07-26T20:32:04+00:00,True,2022,2022,1,1,t2m_mean_6h,308.15,32,1,64GiB,3.3
2026-07-26T20:34:48+00:00,True,2022,1,1,t2m_mean_6h,35.0,6,1,3GiB,1.2
2026-07-26T20:39:39+00:00,True,2022,2022,1,1,t2m_mean_6h,35.0,6,1,3GiB,2.4
2026-07-26T21:12:25+00:00,True,2022,2022,1,1,t2m_mean_6h,35.0,6,1,3GiB,1.9
2026-07-26T21:38:30+00:00,True,2022,2022,91,1,t2m_mean_6h,35.0,32,1,64GiB,337.6
2026-07-26T21:53:15+00:00,True,2022,2022,91,1,t2m_mean_6h,35.0,32,1,64GiB,352.3
2026-07-26T22:48:43+00:00,region_27.50_29.50_76.50_78.50,2022,2022,91,5,t2m_mean_6h,35.0,32,1,8GiB,225.0
2026-07-26T23:30:51+00:00,region_27.50_29.50_76.50_78.50,2022,2025,364,5,t2m_mean_6h,35.0,32,1,8GiB,2613.1
2026-07-27T01:11:39+00:00,region_27.50_29.50_76.50_78.50,2022,2025,364,5,t2m_max_6h,35.0,32,1,8GiB,2660.5
2026-07-27T01:12:09+00:00,region_27.50_29.50_76.50_78.50,2022,2025,364,5,t2m_min_6h,35.0,32,1,8GiB,2659.9
2026-07-27T02:52:59+00:00,global,2022,2025,364,5,t2m_mean_6h,35.0,32,1,8GiB,14710.3
2026-07-27T04:48:20+00:00,region_27.50_29.50_76.50_78.50,2022,2022,91,5,t2m_max_6h,35.0,0.95,32,1,8GiB,266.3
2026-07-27T05:42:55+00:00,region_27.50_29.50_76.50_78.50,2022,2022,91,5,t2m_mean_6h,35.0,,6,1,3GiB,258.0
2026-07-27T12:12:37+00:00,global,2022,2025,364,5,total_precipitation,,0.95,32,1,8GiB,22098.0
2026-07-27T14:54:51+00:00,region_27.50_29.50_76.50_78.50,2022,2022,91,5,t_wb_2m_max_6h,35.0,,32,1,8GiB,526.2
2026-07-27T14:54:56+00:00,region_27.50_29.50_76.50_78.50,2022,2022,91,5,t_wb_2m_mean_6h,35.0,,32,1,8GiB,532.3
2026-07-27T17:59:23+00:00,global,2022,2025,364,5,t2m_max_6h,35.0,0.95,32,1,8GiB,42899.2
2026-07-27T19:08:53+00:00,global,2022,2025,364,5,t2m_mean_6h,35.0,,8,1,32GiB,18390.2
2026-07-27T19:53:51+00:00,global,2022,2025,364,5,t2m_min_6h,,0.95,8,1,32GiB,19923.3
2026-07-27T22:56:17+00:00,global,2022,2025,364,5,t2m_min_6h,35.0,0.95,8,1,32GiB,31951.9
2026-07-27T23:07:21+00:00,global,2022,2025,364,5,t2m_max_6h,35.0,0.95,8,1,32GiB,32690.5
2026-07-27T23:15:00+00:00,global,2022,2025,364,5,t2m_max_6h,,0.95,8,1,32GiB,31622.1
2026-07-28T15:41:12+00:00,region_27.50_29.50_76.50_78.50,2022,2022,91,5,t2m_mean_6h,35.0,,6,1,3GiB,435.6
2026-07-28T16:32:08+00:00,aifs_ens_mean,region_27.50_29.50_76.50_78.50,2022,2022,91,5,t2m_mean_6h,35.0,,6,1,3GiB,414.4
2026-07-28T17:07:48+00:00,graphcast,region_27.50_29.50_76.50_78.50,2022,2022,91,5,t2m_mean_6h,35.0,,6,1,3GiB,472.5
2026-07-28T17:37:13+00:00,aifs_ens_mean,west_africa,2022,2022,91,5,t2m_mean_6h,35.0,,6,1,3GiB,323.4
2026-07-28T19:40:29+00:00,aifs_ens_mean,west_africa,2022,2022,91,5,t2m_mean_6h,35.0,,6,1,3GiB,1609.3
2026-07-28T20:04:03+00:00,aurora,west_africa,2022,2025,364,5,t2m_max_6h,33.0,0.95,32,1,8GiB,4822.5
2026-07-28T20:04:06+00:00,aurora,west_africa,2022,2025,364,5,t2m_min_6h,33.0,0.95,32,1,8GiB,4812.9
2026-07-28T20:10:45+00:00,aurora,south_asia,2022,2025,364,5,t2m_min_6h,33.0,0.95,32,1,8GiB,3740.8
